month,year,gross_turnover_inr,tax_paid_inr,filing_status,filing_delay_days,itc_claimed_inr,business_id
06,2026,3949911.34,710984.04,Filed,0,89602.61,MSME_503658307
07,2024,3869103.34,696438.6,Filed,0,218604.65,MSME_922097805
08,2024,3955939.41,712069.09,Filed,0,229089.51,MSME_922097805
09,2024,3858734.83,694572.27,Filed,0,122053.71,MSME_922097805
10,2024,4154528.97,747815.21,Filed,0,209856.21,MSME_922097805
11,2024,4201477.2,756265.9,Filed,0,266855.1,MSME_922097805
12,2024,4028864.93,725195.69,Filed,0,110198.49,MSME_922097805
01,2025,4206873.35,757237.2,Filed,0,253165.58,MSME_922097805
02,2025,3926564.16,706781.55,Filed,0,78397.03,MSME_922097805
03,2025,4103065.32,738551.76,Filed,2,91322.66,MSME_922097805
04,2025,4199313.4,755876.41,Filed,23,76395.93,MSME_922097805
05,2025,4298588.75,773745.98,Filed,0,305791.09,MSME_922097805
06,2025,4180939.13,752569.04,Filed,0,106796.64,MSME_922097805
07,2025,4507251.29,811305.23,Filed,0,86534.56,MSME_922097805
08,2025,4386726.71,789610.81,Filed,0,136011.38,MSME_922097805
09,2025,4522363.61,814025.45,Filed,0,239567.92,MSME_922097805
10,2025,4163788.41,749481.91,Filed,0,191896.16,MSME_922097805
11,2025,4792336.63,862620.59,Filed,0,264486.66,MSME_922097805
12,2025,4465163.65,803729.46,Filed,0,180364.11,MSME_922097805
01,2026,4559982.64,820796.88,Filed,4,177827.71,MSME_922097805
02,2026,4461076.79,802993.82,Filed,0,252125.71,MSME_922097805
03,2026,4655251.98,837945.36,Filed,0,114763.97,MSME_922097805
04,2026,4363943.68,785509.86,Filed,0,254776.94,MSME_922097805
05,2026,4573376.05,823207.69,Filed,0,248586.81,MSME_922097805
06,2026,4241123.36,763402.21,Filed,0,132538.23,MSME_922097805
07,2024,1537020.01,276663.6,Filed,0,77631.66,MSME_148365649
08,2024,1484316.41,267176.95,Filed,0,99411.03,MSME_148365649
09,2024,1473482.16,265226.79,Filed,15,52752.87,MSME_148365649
10,2024,963534.31,173436.18,Late,43,25098.97,MSME_148365649
11,2024,1552994.75,279539.05,Filed,0,77794.41,MSME_148365649
12,2024,1180517.2,212493.1,Filed,2,28386.69,MSME_148365649
01,2025,1099976.25,197995.72,Late,30,56033.68,MSME_148365649
02,2025,1218038.17,219246.87,Filed,27,40634.54,MSME_148365649
03,2025,1099662.11,197939.18,Filed,17,20690.59,MSME_148365649
04,2025,1103828.81,198689.19,Filed,26,60605.13,MSME_148365649
05,2025,1239199.76,223055.96,Filed,3,53476.37,MSME_148365649
06,2025,1133428.04,204017.05,Filed,15,33772.69,MSME_148365649
07,2025,1272099.21,228977.86,Filed,20,47134.73,MSME_148365649
08,2025,943952.92,169911.53,Filed,0,51409.76,MSME_148365649
09,2025,1370632.04,246713.77,Filed,21,59976.44,MSME_148365649
10,2025,1306525.37,235174.57,Filed,17,48340.73,MSME_148365649
11,2025,1354337.4,243780.73,Late,36,73936.99,MSME_148365649
12,2025,1169881.03,210578.59,Filed,0,30574.05,MSME_148365649
01,2026,1256364.82,226145.67,Filed,0,33200.51,MSME_148365649
02,2026,1237279.59,222710.33,Late,31,60337.67,MSME_148365649
03,2026,1153440.19,207619.23,Filed,21,73720.06,MSME_148365649
04,2026,1107726.37,199390.75,Late,42,47768.84,MSME_148365649
05,2026,1055370.78,189966.74,Filed,29,58438.75,MSME_148365649
06,2026,1212577.84,218264.01,Filed,2,52423.62,MSME_148365649
07,2024,4027881.43,725018.66,Filed,0,104652.06,MSME_735423799
08,2024,3482091.19,626776.41,Filed,0,178458.45,MSME_735423799
09,2024,3691197.85,664415.61,Filed,0,89615.34,MSME_735423799
10,2024,4503119.53,810561.52,Filed,0,188636.95,MSME_735423799
11,2024,3340446.2,601280.32,Filed,0,62209.55,MSME_735423799
12,2024,3330861.03,599554.99,Filed,0,104817.98,MSME_735423799
01,2025,3086921.48,555645.87,Filed,0,217415.08,MSME_735423799
02,2025,3338989.48,601018.11,Late,33,181325.31,MSME_735423799
03,2025,3489595.94,628127.27,Filed,0,211625.32,MSME_735423799
04,2025,4058149.13,730466.84,Filed,0,167792.87,MSME_735423799
05,2025,5046969.37,908454.49,Filed,0,244733.73,MSME_735423799
06,2025,4083071.7,734952.91,Filed,0,267506.52,MSME_735423799
07,2025,4787333.66,861720.06,Filed,0,203465.48,MSME_735423799
08,2025,4266685.33,768003.36,Filed,0,261730.95,MSME_735423799
09,2025,4229428.27,761297.09,Filed,0,264510.4,MSME_735423799
10,2025,4392281.94,790610.75,Filed,0,287129.44,MSME_735423799
11,2025,4066904.66,732042.84,Filed,29,246583.4,MSME_735423799
12,2025,5394433.08,970997.95,Filed,0,131046.87,MSME_735423799
01,2026,4266592.28,767986.61,Filed,0,246006.99,MSME_735423799
02,2026,4080115.1,734420.72,Late,43,183277.1,MSME_735423799
03,2026,4361909.78,785143.76,Filed,0,235945.72,MSME_735423799
04,2026,3672628.09,661073.06,Filed,12,201257.72,MSME_735423799
05,2026,4372280.83,787010.55,Filed,0,234703.64,MSME_735423799
06,2026,3511580.77,632084.54,Filed,0,228351.39,MSME_735423799
07,2024,1692256.38,304606.15,Filed,0,119334.26,MSME_596604931
08,2024,1847707.21,332587.3,Filed,1,91958.91,MSME_596604931
09,2024,1874577.72,337423.99,Filed,0,98213.03,MSME_596604931
10,2024,1992477.26,358645.91,Filed,0,104286.17,MSME_596604931
11,2024,1834535.58,330216.4,Late,31,53587.73,MSME_596604931
12,2024,1908553.79,343539.68,Filed,7,136864.1,MSME_596604931
01,2025,1511825.01,272128.5,Filed,3,77280.78,MSME_596604931
02,2025,1382691.26,248884.43,Filed,0,71608.58,MSME_596604931
03,2025,1298527.43,233734.94,Filed,11,52532.84,MSME_596604931
04,2025,1721125.96,309802.67,Late,43,72459.22,MSME_596604931
05,2025,1968475.69,354325.62,Filed,0,104275.1,MSME_596604931
06,2025,1470824.79,264748.46,Late,44,60359.25,MSME_596604931
07,2025,1581269.4,284628.49,Filed,6,87807.97,MSME_596604931
08,2025,1827732.41,328991.83,Filed,0,55994.04,MSME_596604931
09,2025,1410566.25,253901.92,Filed,14,65102.72,MSME_596604931
10,2025,1310270.56,235848.7,Filed,0,50159.38,MSME_596604931
11,2025,1370437.18,246678.69,Filed,23,64827.76,MSME_596604931
12,2025,1853189.43,333574.1,Filed,0,124412.97,MSME_596604931
01,2026,2096878.56,377438.14,Filed,13,69484.97,MSME_596604931
02,2026,1756922.59,316246.07,Filed,0,73826.75,MSME_596604931
03,2026,1571420.77,282855.74,Filed,18,75502.72,MSME_596604931
04,2026,1661643.5,299095.83,Late,43,115032.94,MSME_596604931
05,2026,1682608.04,302869.45,Filed,29,32185.65,MSME_596604931
06,2026,1209493.67,217708.86,Filed,22,84555.06,MSME_596604931
07,2024,5180445.78,932480.24,Filed,0,209548.25,MSME_577239044
08,2024,4380029.05,788405.23,Filed,0,248911.03,MSME_577239044
09,2024,4829689.21,869344.06,Filed,0,341396.49,MSME_577239044
10,2024,4413929.98,794507.4,Filed,18,108358.88,MSME_577239044
11,2024,4961909.64,893143.74,Filed,13,124960.67,MSME_577239044
12,2024,4104639.86,738835.18,Filed,0,84686.06,MSME_577239044
01,2025,4857825.08,874408.51,Filed,14,188511.64,MSME_577239044
02,2025,4385147.75,789326.6,Filed,6,308412.41,MSME_577239044
03,2025,4635934.49,834468.21,Filed,0,181211.35,MSME_577239044
04,2025,4835865.02,870455.7,Filed,0,227542.86,MSME_577239044
05,2025,4791955.36,862551.97,Filed,0,121892.19,MSME_577239044
06,2025,3631874.71,653737.45,Filed,0,259724.14,MSME_577239044
07,2025,4389266.71,790068.01,Late,35,127523.61,MSME_577239044
08,2025,3859243.6,694663.85,Filed,0,232798.75,MSME_577239044
09,2025,4225181.19,760532.61,Filed,0,173207.5,MSME_577239044
10,2025,4645555.41,836199.97,Filed,0,183493.63,MSME_577239044
11,2025,5345602.28,962208.41,Filed,0,230124.6,MSME_577239044
12,2025,5712391.27,1028230.43,Filed,0,135295.53,MSME_577239044
01,2026,4268207.14,768277.29,Filed,24,277509.44,MSME_577239044
02,2026,5224786.4,940461.55,Filed,14,226944.93,MSME_577239044
03,2026,4743222.41,853780.03,Filed,0,157824.79,MSME_577239044
04,2026,5269573.94,948523.31,Filed,0,121136.29,MSME_577239044
05,2026,5209594.37,937726.99,Filed,0,344158.13,MSME_577239044
06,2026,4638263.14,834887.37,Late,31,135207.12,MSME_577239044
07,2024,3589459.4,646102.69,Filed,20,218028.11,MSME_876749021
08,2024,3496799.82,629423.97,Filed,0,220441.84,MSME_876749021
09,2024,3367510.64,606151.92,Filed,20,160821.08,MSME_876749021
10,2024,3188044.4,573847.99,Filed,0,168858.23,MSME_876749021
11,2024,3059024.96,550624.49,Filed,14,131042.59,MSME_876749021
12,2024,3017456.21,543142.12,Late,42,85790.28,MSME_876749021
01,2025,3827685.06,688983.31,Filed,0,86699.37,MSME_876749021
02,2025,3307926.42,595426.76,Late,32,226193.35,MSME_876749021
03,2025,3421864.82,615935.67,Filed,1,121621.21,MSME_876749021
04,2025,2917262.39,525107.23,Filed,17,67247.73,MSME_876749021
05,2025,3703103.85,666558.69,Filed,16,249561.37,MSME_876749021
06,2025,3365564.27,605801.57,Filed,8,232258.91,MSME_876749021
07,2025,3285907.44,591463.34,Late,35,133719.42,MSME_876749021
08,2025,3725272.11,670548.98,Filed,0,232993.55,MSME_876749021
09,2025,3278698.18,590165.67,Filed,13,165970.82,MSME_876749021
10,2025,3467169.93,624090.59,Filed,22,153258.72,MSME_876749021
11,2025,3536241.93,636523.55,Filed,0,214521.7,MSME_876749021
12,2025,4084870.95,735276.77,Filed,20,260383.72,MSME_876749021
01,2026,3436710.63,618607.91,Filed,5,93691.5,MSME_876749021
02,2026,3609103.31,649638.6,Filed,24,106956.97,MSME_876749021
03,2026,2748660.21,494758.84,Filed,19,117550.66,MSME_876749021
04,2026,3343150.0,601767.0,Filed,0,62665.91,MSME_876749021
05,2026,3423344.01,616201.92,Filed,3,176853.61,MSME_876749021
06,2026,2421533.5,435876.03,Filed,11,70958.69,MSME_876749021
07,2024,3568466.69,642324.0,Filed,0,222248.01,MSME_217224442
08,2024,3130193.42,563434.82,Filed,0,133817.51,MSME_217224442
09,2024,3789512.78,682112.3,Filed,0,93515.45,MSME_217224442
10,2024,3745821.11,674247.8,Filed,0,168265.96,MSME_217224442
11,2024,3768224.68,678280.44,Filed,0,73897.9,MSME_217224442
12,2024,3805129.83,684923.37,Filed,0,253498.26,MSME_217224442
01,2025,3790847.53,682352.56,Filed,0,230023.08,MSME_217224442
02,2025,3707372.1,667326.98,Filed,0,92334.53,MSME_217224442
03,2025,3686270.84,663528.75,Filed,0,94644.37,MSME_217224442
04,2025,3854158.92,693748.61,Filed,0,102798.84,MSME_217224442
05,2025,3712133.33,668184.0,Filed,0,189578.11,MSME_217224442
06,2025,3452773.18,621499.17,Filed,0,87238.69,MSME_217224442
07,2025,4002139.51,720385.11,Filed,0,227618.31,MSME_217224442
08,2025,3957180.8,712292.54,Filed,0,260106.48,MSME_217224442
09,2025,3859282.42,694670.83,Filed,0,149399.44,MSME_217224442
10,2025,3839281.87,691070.74,Filed,0,264525.74,MSME_217224442
11,2025,3608573.6,649543.25,Filed,0,214517.88,MSME_217224442
12,2025,4015145.83,722726.25,Filed,0,145452.49,MSME_217224442
01,2026,3938777.66,708979.98,Filed,0,270878.18,MSME_217224442
02,2026,4208601.5,757548.27,Filed,0,195148.39,MSME_217224442
03,2026,4167996.76,750239.42,Filed,0,263904.11,MSME_217224442
04,2026,3917994.33,705238.98,Filed,0,89657.85,MSME_217224442
05,2026,4259832.09,766769.78,Filed,0,263458.66,MSME_217224442
06,2026,4326594.52,778787.01,Filed,0,156807.52,MSME_217224442
07,2024,2735607.17,492409.29,Filed,26,94603.86,MSME_706184873
08,2024,3024987.06,544497.67,Filed,0,79362.35,MSME_706184873
09,2024,2247260.25,404506.85,Filed,0,147202.6,MSME_706184873
10,2024,2993579.88,538844.38,Filed,0,66662.61,MSME_706184873
11,2024,2611642.01,470095.56,Filed,0,159318.61,MSME_706184873
12,2024,2186277.16,393529.89,Filed,0,128343.23,MSME_706184873
01,2025,2723253.54,490185.64,Filed,0,85039.82,MSME_706184873
02,2025,2433240.76,437983.34,Late,41,152564.55,MSME_706184873
03,2025,2692715.03,484688.71,Filed,26,137805.84,MSME_706184873
04,2025,2932796.6,527903.39,Filed,0,84444.48,MSME_706184873
05,2025,2573412.0,463214.16,Filed,0,68032.16,MSME_706184873
06,2025,3212633.76,578274.08,Late,33,75944.79,MSME_706184873
07,2025,2197520.94,395553.77,Filed,0,50062.95,MSME_706184873
08,2025,2672614.86,481070.68,Filed,23,92285.24,MSME_706184873
09,2025,2946762.04,530417.17,Filed,3,135396.55,MSME_706184873
10,2025,2461285.84,443031.45,Late,32,136343.21,MSME_706184873
11,2025,3330989.82,599578.17,Filed,0,184067.97,MSME_706184873
12,2025,3201894.37,576340.99,Filed,0,82649.95,MSME_706184873
01,2026,3113799.76,560483.96,Filed,0,82659.43,MSME_706184873
02,2026,3073658.84,553258.59,Filed,0,65860.48,MSME_706184873
03,2026,2534673.25,456241.18,Filed,0,122649.18,MSME_706184873
04,2026,3235330.15,582359.43,Filed,0,114592.9,MSME_706184873
05,2026,2645987.67,476277.78,Filed,0,124845.9,MSME_706184873
06,2026,2947164.83,530489.67,Filed,24,115520.48,MSME_706184873
07,2024,4361053.45,784989.62,Filed,0,106603.42,MSME_681188276
08,2024,4301794.24,774322.96,Filed,0,121018.97,MSME_681188276
09,2024,4453931.89,801707.74,Filed,0,93436.76,MSME_681188276
10,2024,4312417.27,776235.11,Filed,0,101570.97,MSME_681188276
11,2024,3979648.47,716336.73,Filed,0,129778.02,MSME_681188276
12,2024,4383747.65,789074.58,Filed,0,97139.57,MSME_681188276
01,2025,5058798.37,910583.71,Filed,0,301605.78,MSME_681188276
02,2025,4126017.46,742683.14,Filed,0,80429.92,MSME_681188276
03,2025,4782184.74,860793.25,Filed,0,127148.08,MSME_681188276
04,2025,4669451.87,840501.34,Filed,0,184296.71,MSME_681188276
05,2025,4812623.93,866272.31,Filed,0,142278.56,MSME_681188276
06,2025,4623623.33,832252.2,Late,42,226900.14,MSME_681188276
07,2025,4466439.17,803959.05,Filed,0,165922.39,MSME_681188276
08,2025,4940755.58,889336.0,Filed,0,91917.95,MSME_681188276
09,2025,4699026.78,845824.82,Filed,0,148575.26,MSME_681188276
10,2025,4983465.23,897023.74,Filed,0,358637.56,MSME_681188276
11,2025,5061551.11,911079.2,Filed,0,291739.99,MSME_681188276
12,2025,4818342.38,867301.63,Filed,0,152181.22,MSME_681188276
01,2026,4879527.92,878315.03,Filed,0,181817.3,MSME_681188276
02,2026,5134909.65,924283.74,Filed,0,311494.37,MSME_681188276
03,2026,4730982.8,851576.9,Filed,0,118562.42,MSME_681188276
04,2026,4947420.51,890535.69,Filed,0,183591.18,MSME_681188276
05,2026,5502831.18,990509.61,Filed,0,138999.79,MSME_681188276
06,2026,5149394.98,926891.1,Filed,0,158930.01,MSME_681188276
07,2024,1853052.51,333549.45,Filed,0,95953.99,MSME_760950197
08,2024,2559187.57,460653.76,Filed,0,59229.33,MSME_760950197
09,2024,2065305.87,371755.06,Filed,0,95723.81,MSME_760950197
10,2024,2478124.24,446062.36,Filed,0,103675.6,MSME_760950197
11,2024,2366290.69,425932.32,Filed,0,148611.54,MSME_760950197
12,2024,2948515.93,530732.87,Filed,8,55281.71,MSME_760950197
01,2025,1949551.88,350919.34,Filed,0,59033.71,MSME_760950197
02,2025,2292253.42,412605.62,Late,36,125824.99,MSME_760950197
03,2025,2121000.46,381780.08,Filed,0,99564.31,MSME_760950197
04,2025,2015403.44,362772.62,Filed,11,143683.21,MSME_760950197
05,2025,2099769.55,377958.52,Filed,0,70427.31,MSME_760950197
06,2025,2391961.94,430553.15,Filed,0,97732.08,MSME_760950197
07,2025,2675656.65,481618.2,Late,43,69859.68,MSME_760950197
08,2025,2579160.74,464248.93,Filed,23,152386.0,MSME_760950197
09,2025,2102647.77,378476.6,Filed,0,144372.81,MSME_760950197
10,2025,2570119.26,462621.47,Filed,0,123731.39,MSME_760950197
11,2025,2389202.39,430056.43,Filed,0,51397.0,MSME_760950197
12,2025,2279960.14,410392.83,Filed,0,134779.76,MSME_760950197
01,2026,2391528.98,430475.22,Filed,0,54119.27,MSME_760950197
02,2026,2070428.97,372677.21,Filed,0,95942.38,MSME_760950197
03,2026,2495870.92,449256.77,Filed,0,82002.5,MSME_760950197
04,2026,2690150.12,484227.02,Filed,0,61953.41,MSME_760950197
05,2026,1878074.85,338053.47,Late,41,52865.5,MSME_760950197
06,2026,2481651.25,446697.22,Filed,0,171117.45,MSME_760950197
07,2024,3649082.56,656834.86,Filed,0,148540.92,MSME_163891603
08,2024,4362344.69,785222.04,Late,33,175332.8,MSME_163891603
09,2024,3382062.94,608771.33,Filed,0,67711.48,MSME_163891603
10,2024,4119738.76,741552.98,Filed,27,221866.84,MSME_163891603
11,2024,2826845.21,508832.14,Filed,16,123806.03,MSME_163891603
12,2024,3665236.64,659742.59,Filed,0,161137.3,MSME_163891603
01,2025,3545555.16,638199.93,Filed,0,102054.99,MSME_163891603
02,2025,3220926.84,579766.83,Filed,19,142010.44,MSME_163891603
03,2025,3884614.22,699230.56,Late,33,207708.97,MSME_163891603
04,2025,3716922.79,669046.1,Filed,17,157483.43,MSME_163891603
05,2025,3240149.54,583226.92,Filed,0,60353.98,MSME_163891603
06,2025,2801705.24,504306.94,Filed,0,172460.14,MSME_163891603
07,2025,3304854.18,594873.75,Filed,1,110633.86,MSME_163891603
08,2025,3708944.36,667609.99,Late,38,79607.84,MSME_163891603
09,2025,2654512.82,477812.31,Filed,0,142588.26,MSME_163891603
10,2025,3196837.61,575430.77,Late,44,133383.36,MSME_163891603
11,2025,2976492.57,535768.66,Late,33,117297.74,MSME_163891603
12,2025,3078201.11,554076.2,Filed,29,199049.98,MSME_163891603
01,2026,2649614.35,476930.58,Filed,24,164868.8,MSME_163891603
02,2026,2879385.58,518289.4,Late,41,96682.32,MSME_163891603
03,2026,2546067.79,458292.2,Filed,0,171050.6,MSME_163891603
04,2026,3200169.81,576030.57,Filed,0,61670.51,MSME_163891603
05,2026,2967233.03,534101.94,Filed,28,136600.64,MSME_163891603
06,2026,3027456.38,544942.15,Filed,19,89804.46,MSME_163891603
07,2024,2083453.55,375021.64,Filed,0,51125.1,MSME_293600297
08,2024,2041090.56,367396.3,Filed,0,133022.24,MSME_293600297
09,2024,2045673.78,368221.28,Filed,0,59052.43,MSME_293600297
10,2024,2094938.89,377089.0,Filed,0,115934.87,MSME_293600297
11,2024,2230079.85,401414.37,Filed,0,104775.5,MSME_293600297
12,2024,2208253.84,397485.69,Filed,10,63182.89,MSME_293600297
01,2025,2029983.09,365396.96,Filed,0,84362.55,MSME_293600297
02,2025,2096430.63,377357.51,Filed,0,126812.36,MSME_293600297
03,2025,2209951.9,397791.34,Filed,0,117848.73,MSME_293600297
04,2025,2113869.78,380496.56,Filed,0,137493.22,MSME_293600297
05,2025,2194788.91,395062.0,Filed,0,88271.15,MSME_293600297
06,2025,2143993.98,385918.92,Filed,0,142783.99,MSME_293600297
07,2025,2363215.28,425378.75,Filed,0,114853.01,MSME_293600297
08,2025,2309915.64,415784.81,Filed,0,101573.32,MSME_293600297
09,2025,2178889.45,392200.1,Filed,21,152866.74,MSME_293600297
10,2025,2359655.78,424738.04,Filed,0,47766.71,MSME_293600297
11,2025,2337512.72,420752.29,Filed,0,154293.44,MSME_293600297
12,2025,2330331.86,419459.74,Filed,0,131094.97,MSME_293600297
01,2026,2331616.3,419690.93,Filed,0,108675.1,MSME_293600297
02,2026,2609839.22,469771.06,Filed,0,123678.8,MSME_293600297
03,2026,2354089.11,423736.04,Filed,0,82971.09,MSME_293600297
04,2026,2390543.33,430297.8,Filed,0,62704.29,MSME_293600297
05,2026,2375044.83,427508.07,Filed,0,57725.23,MSME_293600297
06,2026,2483740.73,447073.33,Filed,0,147236.35,MSME_293600297
07,2024,3259621.79,586731.92,Filed,0,102251.67,MSME_034241457
08,2024,3035450.05,546381.01,Filed,0,84658.15,MSME_034241457
09,2024,3644931.5,656087.67,Filed,0,106669.07,MSME_034241457
10,2024,3594487.62,647007.77,Filed,0,197214.62,MSME_034241457
11,2024,3342084.56,601575.22,Filed,0,78842.64,MSME_034241457
12,2024,3357552.05,604359.37,Filed,0,202829.33,MSME_034241457
01,2025,3502067.95,630372.23,Filed,0,141020.05,MSME_034241457
02,2025,3449812.24,620966.2,Filed,0,210342.43,MSME_034241457
03,2025,3501281.3,630230.63,Filed,0,166028.39,MSME_034241457
04,2025,3662421.23,659235.82,Filed,0,144583.9,MSME_034241457
05,2025,3990615.05,718310.71,Filed,0,97343.24,MSME_034241457
06,2025,3661712.47,659108.25,Filed,0,180422.4,MSME_034241457
07,2025,3887167.18,699690.09,Filed,0,149522.36,MSME_034241457
08,2025,3603191.02,648574.38,Filed,0,186754.98,MSME_034241457
09,2025,3697594.5,665567.01,Filed,0,232150.01,MSME_034241457
10,2025,3739155.03,673047.91,Filed,0,253403.65,MSME_034241457
11,2025,3825361.54,688565.08,Filed,0,132756.62,MSME_034241457
12,2025,3773940.03,679309.21,Filed,0,93700.36,MSME_034241457
01,2026,3565016.52,641702.97,Filed,0,138152.24,MSME_034241457
02,2026,3922143.98,705985.92,Filed,0,108389.83,MSME_034241457
03,2026,3934119.4,708141.49,Filed,0,89526.89,MSME_034241457
04,2026,3934833.78,708270.08,Filed,0,205958.91,MSME_034241457
05,2026,3724612.62,670430.27,Filed,0,106744.4,MSME_034241457
06,2026,4022769.41,724098.49,Filed,0,131073.18,MSME_034241457
07,2024,3062402.33,551232.42,Filed,0,220203.09,MSME_234700823
08,2024,4188644.89,753956.08,Filed,0,121748.17,MSME_234700823
09,2024,3468889.46,624400.1,Filed,0,78867.48,MSME_234700823
10,2024,5316229.31,956921.27,Filed,0,374630.73,MSME_234700823
11,2024,4280649.44,770516.9,Filed,0,289356.49,MSME_234700823
12,2024,4894484.1,881007.14,Filed,0,121205.5,MSME_234700823
01,2025,4512469.56,812244.52,Filed,0,271364.58,MSME_234700823
02,2025,4825522.75,868594.09,Filed,0,191065.91,MSME_234700823
03,2025,3594227.76,646961.0,Filed,0,236367.45,MSME_234700823
04,2025,3839309.64,691075.73,Late,36,189149.98,MSME_234700823
05,2025,4468891.38,804400.45,Filed,0,297615.29,MSME_234700823
06,2025,4941749.14,889514.85,Late,39,303406.61,MSME_234700823
07,2025,4865434.04,875778.13,Filed,0,220931.22,MSME_234700823
08,2025,4315476.92,776785.84,Filed,0,198136.01,MSME_234700823
09,2025,5322207.54,957997.36,Filed,22,358914.06,MSME_234700823
10,2025,3989072.46,718033.04,Filed,0,282919.69,MSME_234700823
11,2025,5548823.68,998788.26,Filed,0,256582.17,MSME_234700823
12,2025,5083652.51,915057.45,Filed,8,205498.72,MSME_234700823
01,2026,4982593.83,896866.89,Filed,0,349193.34,MSME_234700823
02,2026,4764344.08,857581.93,Filed,0,268932.4,MSME_234700823
03,2026,5648324.57,1016698.42,Filed,0,373113.88,MSME_234700823
04,2026,4755933.87,856068.1,Filed,0,337996.89,MSME_234700823
05,2026,4782900.96,860922.17,Late,38,218698.89,MSME_234700823
06,2026,4983943.87,897109.9,Filed,0,99562.5,MSME_234700823
07,2024,4815510.59,866791.91,Filed,0,238113.32,MSME_983789550
08,2024,4316497.11,776969.48,Filed,0,233027.46,MSME_983789550
09,2024,4655458.35,837982.5,Filed,0,306122.43,MSME_983789550
10,2024,4503779.17,810680.25,Filed,0,274641.12,MSME_983789550
11,2024,4750111.66,855020.1,Filed,0,256724.85,MSME_983789550
12,2024,4633786.02,834081.48,Filed,0,244098.53,MSME_983789550
01,2025,4667003.15,840060.57,Filed,0,177244.26,MSME_983789550
02,2025,5129814.48,923366.61,Filed,0,115661.54,MSME_983789550
03,2025,4463373.14,803407.16,Filed,0,181852.69,MSME_983789550
04,2025,5189693.3,934144.79,Filed,0,177596.94,MSME_983789550
05,2025,5269999.46,948599.9,Filed,0,209007.36,MSME_983789550
06,2025,4675401.38,841572.25,Filed,0,195605.78,MSME_983789550
07,2025,4758043.51,856447.83,Filed,0,266100.86,MSME_983789550
08,2025,5075529.25,913595.26,Filed,0,251514.87,MSME_983789550
09,2025,5221349.12,939842.84,Filed,0,142526.43,MSME_983789550
10,2025,5862777.74,1055299.99,Filed,0,147543.27,MSME_983789550
11,2025,5097082.99,917474.94,Filed,0,323469.7,MSME_983789550
12,2025,5855329.48,1053959.31,Filed,5,128193.66,MSME_983789550
01,2026,5428565.82,977141.85,Filed,0,385234.57,MSME_983789550
02,2026,5143915.13,925904.72,Filed,0,179726.22,MSME_983789550
03,2026,5698531.59,1025735.69,Filed,25,143817.46,MSME_983789550
04,2026,5644937.37,1016088.73,Filed,0,300325.36,MSME_983789550
05,2026,5569945.76,1002590.24,Filed,10,323830.41,MSME_983789550
06,2026,5999887.53,1079979.76,Filed,0,403975.29,MSME_983789550
07,2024,3225945.88,580670.26,Filed,0,150485.76,MSME_242200660
08,2024,2991047.16,538388.49,Filed,0,173641.52,MSME_242200660
09,2024,3257743.83,586393.89,Filed,1,190056.32,MSME_242200660
10,2024,3117899.51,561221.91,Filed,0,82204.47,MSME_242200660
11,2024,2919923.3,525586.19,Filed,0,109176.13,MSME_242200660
12,2024,3144737.59,566052.77,Filed,0,110794.51,MSME_242200660
01,2025,3159803.44,568764.62,Filed,18,205222.98,MSME_242200660
02,2025,3153841.32,567691.44,Filed,0,134148.91,MSME_242200660
03,2025,3328017.53,599043.16,Filed,0,194122.33,MSME_242200660
04,2025,3457808.4,622405.51,Late,39,129032.22,MSME_242200660
05,2025,3249470.37,584904.67,Filed,0,148695.92,MSME_242200660
06,2025,3285807.67,591445.38,Filed,0,170682.83,MSME_242200660
07,2025,3503029.58,630545.33,Filed,0,243182.12,MSME_242200660
08,2025,3309031.09,595625.6,Filed,0,90652.85,MSME_242200660
09,2025,3430215.74,617438.83,Filed,0,237248.24,MSME_242200660
10,2025,3183499.17,573029.85,Filed,0,60621.35,MSME_242200660
11,2025,3408346.5,613502.37,Filed,0,136514.99,MSME_242200660
12,2025,3443802.38,619884.43,Filed,0,213272.57,MSME_242200660
01,2026,3506646.26,631196.33,Filed,0,89255.65,MSME_242200660
02,2026,3453559.05,621640.63,Filed,0,139974.81,MSME_242200660
03,2026,3796991.77,683458.52,Filed,0,133393.98,MSME_242200660
04,2026,3801320.19,684237.63,Filed,0,152748.51,MSME_242200660
05,2026,3613875.01,650497.5,Filed,0,108994.21,MSME_242200660
06,2026,3715815.98,668846.88,Filed,0,244775.45,MSME_242200660
07,2024,4651477.41,837265.93,Filed,0,176450.79,MSME_063365850
08,2024,4213902.88,758502.52,Filed,0,263798.54,MSME_063365850
09,2024,4514248.17,812564.67,Filed,0,291854.49,MSME_063365850
10,2024,4397375.54,791527.6,Filed,0,255024.55,MSME_063365850
11,2024,4716344.37,848941.99,Filed,0,215638.12,MSME_063365850
12,2024,5094213.02,916958.34,Filed,0,119944.26,MSME_063365850
01,2025,4640358.93,835264.61,Filed,0,149031.99,MSME_063365850
02,2025,5163896.27,929501.33,Filed,0,145977.97,MSME_063365850
03,2025,4902216.88,882399.04,Filed,0,150666.82,MSME_063365850
04,2025,4763496.59,857429.39,Filed,0,193634.66,MSME_063365850
05,2025,5003062.15,900551.19,Filed,0,156828.11,MSME_063365850
06,2025,5275079.32,949514.28,Filed,0,229253.33,MSME_063365850
07,2025,4868604.8,876348.86,Filed,0,218445.26,MSME_063365850
08,2025,4869350.53,876483.1,Filed,0,347446.31,MSME_063365850
