month,year,total_inflow_volume_inr,inflow_transaction_count,average_ticket_size_inr,total_outflow_volume_inr,outflow_transaction_count,unique_counterparties_in,failed_transaction_rate_pct,business_id
08,2025,2555325.53,208,12285.22,1928004.84,192,115,1.3,MSME_298670128
09,2025,2463313.58,246,10013.47,1705252.33,291,121,0.19,MSME_298670128
10,2025,3017064.94,1901,1587.09,1652237.17,1521,1059,1.45,MSME_298670128
11,2025,2827424.94,200,14137.12,1472338.91,236,87,1.78,MSME_298670128
12,2025,2705444.92,932,2902.84,1436186.08,849,426,1.98,MSME_298670128
01,2026,2795414.04,940,2973.84,1454786.02,893,394,1.61,MSME_298670128
02,2026,2455466.31,760,3230.88,1342517.63,763,461,0.45,MSME_298670128
03,2026,2912069.49,452,6442.63,1788281.65,539,276,2.87,MSME_298670128
04,2026,3472106.55,381,9113.14,2545646.38,429,171,2.34,MSME_298670128
05,2026,2793751.29,261,10704.03,1934935.61,306,130,1.58,MSME_298670128
06,2026,2717623.13,312,8710.33,1557930.74,275,98,1.93,MSME_298670128
07,2024,1495169.33,112,13349.73,758235.13,104,40,1.57,MSME_512110290
08,2024,1505068.9,1158,1299.71,759674.62,1142,508,2.41,MSME_512110290
09,2024,1553743.6,237,6555.88,906043.3,265,82,2.0,MSME_512110290
10,2024,1785314.97,293,6093.23,1002619.93,299,94,1.08,MSME_512110290
11,2024,1596245.9,131,12185.08,946103.68,115,60,0.91,MSME_512110290
12,2024,1671961.58,364,4593.3,1043893.57,306,169,0.67,MSME_512110290
01,2025,1291108.04,458,2819.01,767833.23,544,223,1.48,MSME_512110290
02,2025,1311626.47,181,7246.56,989372.21,149,94,0.36,MSME_512110290
03,2025,1294068.34,170,7612.17,688958.91,182,91,1.83,MSME_512110290
04,2025,1619713.38,289,5604.54,1108145.94,241,148,0.95,MSME_512110290
05,2025,1761558.33,445,3958.56,1032491.2,511,185,0.77,MSME_512110290
06,2025,1682299.33,432,3894.21,982484.85,426,189,2.01,MSME_512110290
07,2025,1503410.61,541,2778.95,863426.86,583,178,1.47,MSME_512110290
08,2025,1795226.46,140,12823.05,1236357.45,163,51,2.06,MSME_512110290
09,2025,1716582.6,197,8713.62,1305588.42,213,81,2.54,MSME_512110290
10,2025,1354172.16,122,11099.77,1026671.92,123,57,0.46,MSME_512110290
11,2025,1757683.77,146,12038.93,1074458.01,122,89,0.84,MSME_512110290
12,2025,1597590.86,1454,1098.76,1117834.36,1729,718,1.13,MSME_512110290
01,2026,1618802.85,156,10376.94,1028422.0,126,48,2.17,MSME_512110290
02,2026,1430651.99,521,2745.97,867519.53,427,158,2.95,MSME_512110290
03,2026,1682677.6,120,14022.31,1181171.07,135,77,2.59,MSME_512110290
04,2026,1864605.17,166,11232.56,1406572.24,166,108,1.69,MSME_512110290
05,2026,1301715.07,90,14463.5,732584.49,89,51,1.68,MSME_512110290
06,2026,1653512.24,306,5403.63,1155188.83,245,176,2.05,MSME_512110290
07,2024,690306.94,245,2817.58,384918.87,215,122,1.27,MSME_399150027
08,2024,552888.34,55,10052.52,337315.48,56,20,2.88,MSME_399150027
09,2024,753040.26,64,11766.25,547698.3,69,22,0.84,MSME_399150027
10,2024,645062.41,282,2287.46,381681.4,229,114,2.45,MSME_399150027
11,2024,561153.88,46,12199.0,373521.54,42,25,0.15,MSME_399150027
12,2024,756766.17,278,2722.18,527295.89,314,183,1.75,MSME_399150027
01,2025,548565.77,38,14435.94,426949.55,39,21,2.76,MSME_399150027
02,2025,643151.09,289,2225.44,507275.85,232,180,1.54,MSME_399150027
03,2025,533817.2,114,4682.61,305910.14,101,57,1.27,MSME_399150027
04,2025,753623.21,59,12773.27,525710.07,69,30,1.84,MSME_399150027
05,2025,837592.04,60,13959.87,549715.39,50,30,2.46,MSME_399150027
06,2025,756942.06,134,5648.82,560376.32,137,53,1.6,MSME_399150027
07,2025,568595.74,53,10728.22,442326.6,56,27,0.39,MSME_399150027
08,2025,732823.64,59,12420.74,558241.27,61,37,0.75,MSME_399150027
09,2025,645671.98,46,14036.35,514500.21,38,22,0.15,MSME_399150027
10,2025,813236.15,1106,735.29,511362.9,1211,364,1.57,MSME_399150027
11,2025,565990.48,45,12577.57,407617.9,39,14,2.87,MSME_399150027
12,2025,659751.25,170,3880.89,473639.76,171,112,2.56,MSME_399150027
01,2026,800497.57,240,3335.41,576357.45,232,99,2.27,MSME_399150027
02,2026,694209.28,67,10361.33,526540.46,63,32,2.66,MSME_399150027
03,2026,819151.51,90,9101.68,619170.43,76,31,1.7,MSME_399150027
04,2026,865141.25,86,10059.78,464407.23,80,28,0.15,MSME_399150027
05,2026,790507.17,83,9524.18,447340.08,70,43,2.58,MSME_399150027
06,2026,664761.06,81,8206.93,414064.63,94,55,0.7,MSME_399150027
07,2024,1636364.85,754,2170.25,1124237.19,729,373,1.38,MSME_192841406
08,2024,1774208.62,966,1836.65,961519.57,978,393,2.2,MSME_192841406
09,2024,1902677.11,150,12684.51,1051950.43,164,82,2.27,MSME_192841406
10,2024,2129405.8,405,5257.79,1276454.56,343,185,1.4,MSME_192841406
11,2024,2283256.77,219,10425.83,1605784.62,252,73,0.8,MSME_192841406
12,2024,1678920.41,129,13014.89,923452.11,115,78,2.78,MSME_192841406
01,2025,2033860.14,262,7762.82,1081985.4,269,165,2.98,MSME_192841406
02,2025,2198900.8,392,5609.44,1209849.63,449,188,2.07,MSME_192841406
03,2025,2174397.26,415,5239.51,1110033.62,386,238,2.48,MSME_192841406
04,2025,2392253.72,274,8730.85,1534002.1,244,183,2.4,MSME_192841406
05,2025,1831342.09,310,5907.56,1320596.18,304,103,0.55,MSME_192841406
06,2025,2147112.17,260,8258.12,1076675.48,253,173,2.19,MSME_192841406
07,2025,2206630.51,325,6789.63,1422151.56,349,134,0.13,MSME_192841406
08,2025,2004161.95,176,11387.28,1417919.19,200,86,0.94,MSME_192841406
09,2025,2204909.2,275,8017.85,1656991.19,252,191,0.12,MSME_192841406
10,2025,2209711.32,210,10522.43,1679005.65,225,63,0.97,MSME_192841406
11,2025,1981021.5,279,7100.44,1034075.53,281,116,2.48,MSME_192841406
12,2025,2706244.5,1096,2469.2,1456372.08,1183,538,2.36,MSME_192841406
01,2026,1794803.15,184,9754.36,1268147.19,161,87,2.87,MSME_192841406
02,2026,2566864.84,247,10392.17,1778544.07,224,104,0.3,MSME_192841406
03,2026,2022432.88,165,12257.17,1298019.92,160,62,0.16,MSME_192841406
04,2026,2253462.47,324,6955.13,1501619.58,353,144,2.47,MSME_192841406
05,2026,2585225.13,473,5465.59,1881443.74,484,320,1.72,MSME_192841406
06,2026,2039606.81,147,13874.88,1258250.97,136,47,1.49,MSME_192841406
07,2024,3626396.96,712,5093.25,2838243.69,804,360,2.51,MSME_166213875
08,2024,2583308.94,206,12540.33,2058741.16,217,143,1.76,MSME_166213875
09,2024,2427956.14,331,7335.21,1621866.25,375,223,1.26,MSME_166213875
10,2024,3041277.37,590,5154.71,1970990.61,693,253,0.99,MSME_166213875
11,2024,2979766.8,1016,2932.84,2247281.09,1149,340,0.39,MSME_166213875
12,2024,2850356.81,577,4939.96,1839340.72,630,198,2.05,MSME_166213875
01,2025,3754984.12,515,7291.23,2221876.38,475,314,1.32,MSME_166213875
02,2025,3296714.1,1902,1733.29,2019659.57,1858,1185,1.6,MSME_166213875
03,2025,3224174.41,1571,2052.31,1641912.01,1737,544,0.88,MSME_166213875
04,2025,3732246.01,1612,2315.29,2734890.07,1680,573,0.28,MSME_166213875
05,2025,3068199.77,526,5833.08,2137882.96,515,312,2.85,MSME_166213875
06,2025,3111466.75,472,6592.09,2368879.56,541,208,2.8,MSME_166213875
07,2025,3749033.41,446,8405.9,2069702.02,370,218,0.56,MSME_166213875
08,2025,3613403.34,448,8065.63,2589378.47,478,180,1.34,MSME_166213875
09,2025,3541063.37,388,9126.45,2483421.59,428,224,1.75,MSME_166213875
10,2025,2608792.65,374,6975.38,1318581.86,371,157,1.28,MSME_166213875
11,2025,3344304.05,878,3809.0,2583107.7,714,299,1.34,MSME_166213875
12,2025,3607163.42,281,12836.88,2774442.28,305,162,0.68,MSME_166213875
01,2026,2634759.06,381,6915.38,1544800.41,338,223,1.76,MSME_166213875
02,2026,3447780.65,1778,1939.13,1906190.69,1457,1000,0.38,MSME_166213875
03,2026,3123881.29,234,13349.92,1914657.05,260,128,2.06,MSME_166213875
04,2026,2787358.49,347,8032.73,1969720.2,365,226,0.1,MSME_166213875
05,2026,3284082.1,814,4034.5,2188188.09,689,385,1.63,MSME_166213875
06,2026,2980582.6,359,8302.46,1574902.79,381,117,0.23,MSME_166213875
07,2024,2227928.78,161,13838.07,1185685.08,187,90,0.47,MSME_877693388
08,2024,3198053.39,1242,2574.92,2538198.84,1403,510,2.52,MSME_877693388
09,2024,2343460.21,380,6167.0,1638040.4,372,183,1.71,MSME_877693388
10,2024,2272154.89,442,5140.62,1756942.78,390,273,1.97,MSME_877693388
11,2024,2250746.25,152,14807.54,1438166.53,155,94,2.04,MSME_877693388
12,2024,2375307.79,537,4423.29,1838059.61,602,326,0.14,MSME_877693388
01,2025,2467326.33,202,12214.49,1488811.84,221,76,0.54,MSME_877693388
02,2025,1744450.87,180,9691.39,1257366.43,206,87,1.4,MSME_877693388
03,2025,2818807.73,308,9151.97,1591567.8,330,213,2.13,MSME_877693388
04,2025,1575309.33,114,13818.5,1171379.77,101,72,0.79,MSME_877693388
05,2025,1518356.37,490,3098.69,1012428.24,473,242,2.03,MSME_877693388
06,2025,2230306.18,205,10879.54,1450085.92,168,138,2.58,MSME_877693388
07,2025,2540114.71,476,5336.38,1879616.32,427,253,1.8,MSME_877693388
08,2025,2503448.5,4152,602.95,1318328.23,3440,2213,2.61,MSME_877693388
09,2025,2614049.29,258,10131.97,1334761.54,274,167,1.28,MSME_877693388
10,2025,2504980.37,167,14999.88,1480352.27,200,59,0.51,MSME_877693388
11,2025,1989038.82,152,13085.78,1541984.64,165,70,0.42,MSME_877693388
12,2025,2202804.71,423,5207.58,1494869.72,505,213,2.57,MSME_877693388
01,2026,2986244.47,275,10859.07,1654401.18,278,137,0.89,MSME_877693388
02,2026,2565252.48,663,3869.16,1670075.57,695,394,0.21,MSME_877693388
03,2026,4223074.69,856,4933.5,2529783.79,815,297,1.08,MSME_877693388
04,2026,2194458.41,843,2603.15,1613969.91,839,274,2.92,MSME_877693388
05,2026,2887640.08,275,10500.51,2010286.18,261,162,1.87,MSME_877693388
06,2026,2318512.27,220,10538.69,1670431.47,253,84,1.1,MSME_877693388
07,2024,2464864.1,183,13469.2,1959780.03,207,77,2.11,MSME_590032057
08,2024,3243247.65,415,7815.05,2153621.25,489,259,1.89,MSME_590032057
09,2024,3166637.52,2199,1440.04,2089472.2,2135,988,0.13,MSME_590032057
10,2024,2896960.02,844,3432.42,1616184.74,755,272,1.85,MSME_590032057
11,2024,3338393.24,815,4096.19,1698728.44,767,459,2.26,MSME_590032057
12,2024,2523809.37,205,12311.27,1291608.53,215,110,1.81,MSME_590032057
01,2025,2916680.29,439,6643.92,2021053.99,380,261,1.69,MSME_590032057
02,2025,2964314.34,1418,2090.49,2217851.37,1512,485,1.44,MSME_590032057
03,2025,2696346.17,403,6690.69,1892432.56,406,155,0.8,MSME_590032057
04,2025,2938899.93,449,6545.43,1744539.19,433,289,1.9,MSME_590032057
05,2025,3190647.3,1143,2791.47,1901262.07,1217,765,1.52,MSME_590032057
06,2025,2759377.03,233,11842.82,2162175.35,206,75,2.76,MSME_590032057
07,2025,2793044.81,265,10539.79,1680105.68,294,116,2.06,MSME_590032057
08,2025,3471302.85,235,14771.5,2665592.3,267,124,1.77,MSME_590032057
09,2025,2886221.73,455,6343.34,1472092.64,411,216,1.72,MSME_590032057
10,2025,2929155.89,387,7568.88,1879913.2,453,173,2.6,MSME_590032057
11,2025,3394456.21,619,5483.77,1710395.51,581,430,2.95,MSME_590032057
12,2025,3603808.93,598,6026.44,2474314.66,673,336,0.8,MSME_590032057
01,2026,3408029.72,828,4115.98,2370913.41,751,305,0.86,MSME_590032057
02,2026,3401291.55,1187,2865.45,2518526.32,1097,781,0.99,MSME_590032057
03,2026,2906621.35,489,5944.01,1615155.95,475,212,1.49,MSME_590032057
04,2026,2644336.62,324,8161.53,1410413.15,290,116,2.52,MSME_590032057
05,2026,3288286.85,311,10573.27,2179412.2,305,117,2.24,MSME_590032057
06,2026,4117814.37,275,14973.87,2717874.74,271,165,2.05,MSME_590032057
07,2024,3456640.38,291,11878.49,2106148.59,347,112,2.64,MSME_498699564
08,2024,2390019.93,667,3583.24,1238874.74,644,247,2.02,MSME_498699564
09,2024,2667562.17,237,11255.54,1670938.13,237,140,2.3,MSME_498699564
10,2024,3787588.34,2262,1674.44,2896505.92,2125,1384,2.96,MSME_498699564
11,2024,3084621.32,465,6633.59,2071505.2,556,211,0.13,MSME_498699564
12,2024,4130374.21,1894,2180.77,2982929.01,2222,923,0.23,MSME_498699564
01,2025,2008926.91,607,3309.6,1283359.63,492,224,0.11,MSME_498699564
02,2025,2277683.04,915,2489.27,1251536.19,786,367,1.5,MSME_498699564
03,2025,2916566.86,994,2934.17,2130464.5,1029,367,2.48,MSME_498699564
04,2025,2282130.18,328,6957.71,1141301.38,359,208,2.06,MSME_498699564
05,2025,3652480.04,3407,1072.05,1888300.2,4064,2236,0.14,MSME_498699564
06,2025,3207086.34,370,8667.8,1616987.41,408,163,0.9,MSME_498699564
07,2025,1934533.07,195,9920.68,1457527.06,232,77,1.12,MSME_498699564
08,2025,3173406.82,546,5812.1,2038197.81,494,307,0.78,MSME_498699564
09,2025,3664743.12,570,6429.37,2256806.26,489,256,2.74,MSME_498699564
10,2025,3552300.04,266,13354.51,2808228.91,216,114,1.33,MSME_498699564
11,2025,2572318.57,1397,1841.32,1682307.4,1530,633,1.07,MSME_498699564
12,2025,2860072.25,354,8079.3,1739426.5,293,123,1.72,MSME_498699564
01,2026,2876084.53,210,13695.64,1870707.23,198,86,1.25,MSME_498699564
02,2026,2242026.25,381,5884.58,1261883.1,403,122,1.7,MSME_498699564
03,2026,3846657.04,347,11085.47,2703375.62,290,228,0.37,MSME_498699564
04,2026,2788049.16,303,9201.48,1934890.45,245,204,2.42,MSME_498699564
05,2026,3588495.97,394,9107.86,1862283.07,320,260,1.32,MSME_498699564
06,2026,2279996.99,160,14249.98,1499393.33,165,81,0.4,MSME_498699564
07,2024,3383746.66,1301,2600.88,1700512.3,1398,603,2.04,MSME_869249798
08,2024,2374236.94,260,9131.68,1663285.09,223,86,1.27,MSME_869249798
09,2024,2660206.42,253,10514.65,1657751.96,230,124,0.42,MSME_869249798
10,2024,2689017.54,471,5709.17,1821664.3,472,305,1.83,MSME_869249798
11,2024,3037448.19,261,11637.73,2411783.82,305,163,1.37,MSME_869249798
12,2024,2289115.91,164,13958.02,1547315.99,178,114,0.44,MSME_869249798
01,2025,2878350.49,746,3858.38,2113886.67,657,250,0.77,MSME_869249798
02,2025,3534349.18,2828,1249.77,2769985.63,2383,1804,2.34,MSME_869249798
03,2025,3972991.48,438,9070.76,2236789.75,484,168,0.25,MSME_869249798
04,2025,3889511.32,464,8382.57,2724673.64,556,216,2.18,MSME_869249798
05,2025,2928295.67,652,4491.25,2322053.95,720,371,2.96,MSME_869249798
06,2025,3028361.78,642,4717.07,2115908.99,751,235,2.65,MSME_869249798
07,2025,3451234.93,769,4487.95,2253421.58,770,450,2.79,MSME_869249798
08,2025,4509059.21,303,14881.38,2592027.87,279,139,1.3,MSME_869249798
09,2025,2652681.39,187,14185.46,1417037.45,174,65,0.96,MSME_869249798
10,2025,3417782.48,408,8376.92,1943671.23,480,256,1.63,MSME_869249798
11,2025,4527714.45,419,10806.0,3521648.96,483,233,0.11,MSME_869249798
12,2025,2821286.3,751,3756.71,2225847.27,767,451,1.75,MSME_869249798
01,2026,2776022.15,863,3216.71,2108311.79,967,334,0.32,MSME_869249798
02,2026,3652622.1,327,11170.1,2036263.47,312,159,1.61,MSME_869249798
03,2026,3859365.37,2799,1378.84,2409089.18,2694,1171,0.48,MSME_869249798
04,2026,3327043.93,1168,2848.5,2151729.44,950,632,1.67,MSME_869249798
05,2026,2637919.4,887,2973.98,1987635.28,842,314,1.22,MSME_869249798
06,2026,3835584.98,361,10624.89,1917989.76,306,227,1.55,MSME_869249798
07,2024,2406411.17,1186,2029.01,1525632.85,1367,364,2.41,MSME_841501802
08,2024,2230099.25,567,3933.16,1584620.95,641,264,0.65,MSME_841501802
09,2024,2070016.3,229,9039.37,1581226.24,201,86,0.59,MSME_841501802
10,2024,1999599.77,2329,858.57,1202792.48,2560,1094,1.95,MSME_841501802
11,2024,2436181.87,313,7783.33,1296257.3,327,93,0.4,MSME_841501802
12,2024,2475510.75,594,4167.53,1321790.5,653,248,1.01,MSME_841501802
01,2025,3152990.43,224,14075.85,1623282.49,250,95,2.15,MSME_841501802
02,2025,2702807.8,195,13860.55,1590042.22,207,102,2.09,MSME_841501802
03,2025,3106407.3,336,9245.26,1632753.98,290,167,1.19,MSME_841501802
04,2025,2578369.83,479,5382.82,1896892.21,401,200,0.63,MSME_841501802
05,2025,2628609.77,2702,972.84,1471709.97,2492,1243,0.89,MSME_841501802
06,2025,2967133.96,246,12061.52,2370517.91,225,127,0.67,MSME_841501802
07,2025,3179567.31,228,13945.47,2412807.71,260,95,2.06,MSME_841501802
08,2025,2650493.22,218,12158.23,1855566.11,184,131,2.46,MSME_841501802
09,2025,2685297.38,237,11330.37,1425199.32,266,72,1.25,MSME_841501802
10,2025,2593658.95,381,6807.5,1525099.46,329,178,0.12,MSME_841501802
11,2025,2376259.11,275,8640.94,1613956.76,243,159,0.87,MSME_841501802
12,2025,2555997.18,194,13175.24,1665308.8,166,112,1.7,MSME_841501802
01,2026,2660296.86,239,11130.95,1952691.2,268,159,0.43,MSME_841501802
02,2026,2359235.56,550,4289.52,1878328.61,546,270,0.63,MSME_841501802
03,2026,3377636.4,418,8080.47,2605593.92,456,132,1.8,MSME_841501802
04,2026,3164496.7,668,4737.27,2531372.3,732,414,2.6,MSME_841501802
05,2026,3191335.34,257,12417.65,2550788.4,273,155,2.86,MSME_841501802
06,2026,2949885.52,2527,1167.35,1938288.16,2613,961,2.98,MSME_841501802
07,2024,3657002.12,676,5409.77,2708030.56,583,223,0.63,MSME_054248116
08,2024,4016183.86,568,7070.75,2946855.22,570,335,0.4,MSME_054248116
09,2024,3180407.44,908,3502.65,2381177.4,832,430,0.67,MSME_054248116
10,2024,2663011.47,342,7786.58,1551912.01,322,161,2.87,MSME_054248116
11,2024,2757594.42,1784,1545.74,1754021.39,1431,812,0.46,MSME_054248116
12,2024,2997458.81,256,11708.82,1677658.11,257,107,2.92,MSME_054248116
01,2025,2365287.39,282,8387.54,1546036.18,225,131,1.37,MSME_054248116
02,2025,3394673.44,1236,2746.5,1745537.26,1432,373,2.83,MSME_054248116
03,2025,3388846.56,365,9284.51,1897361.71,313,232,0.88,MSME_054248116
04,2025,2365948.32,174,13597.4,1688088.17,186,96,0.3,MSME_054248116
05,2025,3039451.29,571,5323.03,2060359.03,532,263,1.83,MSME_054248116
06,2025,2789584.04,269,10370.2,1861188.12,220,135,2.86,MSME_054248116
07,2025,2455553.27,225,10913.57,1758249.51,190,80,0.57,MSME_054248116
08,2025,3124231.25,456,6851.38,2475490.42,374,282,2.37,MSME_054248116
09,2025,2987886.93,2732,1093.66,1880697.91,2500,833,0.75,MSME_054248116
10,2025,3218324.74,344,9355.6,2414443.22,342,162,1.33,MSME_054248116
11,2025,2977673.32,335,8888.58,2237591.73,362,182,2.36,MSME_054248116
12,2025,3601313.48,340,10592.1,2737008.89,389,222,0.82,MSME_054248116
01,2026,2634140.09,968,2721.22,1846837.61,1056,318,0.73,MSME_054248116
02,2026,2471851.85,361,6847.24,1295464.82,341,239,0.78,MSME_054248116
03,2026,2286118.97,208,10990.96,1181701.81,185,67,2.76,MSME_054248116
04,2026,3383900.95,2028,1668.59,2024660.51,2304,647,0.13,MSME_054248116
05,2026,2371862.59,175,13553.5,1385155.96,189,80,1.96,MSME_054248116
06,2026,3007936.73,226,13309.45,1546851.07,191,86,2.02,MSME_054248116
07,2024,2408203.12,472,5102.13,1443728.98,392,272,2.74,MSME_374768377
08,2024,2724044.77,978,2785.32,2129865.38,1133,444,1.75,MSME_374768377
09,2024,3496105.76,322,10857.47,2757179.42,360,114,0.16,MSME_374768377
10,2024,3573531.97,550,6497.33,2806946.15,650,257,0.97,MSME_374768377
11,2024,3226165.62,384,8401.47,1882457.76,328,143,1.2,MSME_374768377
12,2024,2843366.02,260,10936.02,2168436.7,240,181,1.71,MSME_374768377
01,2025,3579944.04,326,10981.42,2155585.45,341,219,0.92,MSME_374768377
02,2025,3622994.6,475,7627.36,2047980.78,492,305,1.25,MSME_374768377
03,2025,3630973.95,930,3904.27,2795779.01,816,545,1.86,MSME_374768377
04,2025,4202017.5,381,11028.92,3179274.83,422,245,2.1,MSME_374768377
05,2025,4100017.17,2034,2015.74,2405057.3,2111,951,1.59,MSME_374768377
06,2025,2790425.68,186,15002.29,2155642.59,154,111,2.77,MSME_374768377
07,2025,3679691.41,253,14544.23,1843132.75,218,168,2.15,MSME_374768377
08,2025,3461014.99,1089,3178.16,2532723.09,1028,755,1.89,MSME_374768377
09,2025,3126292.83,2769,1129.03,1911885.01,3017,895,0.29,MSME_374768377
10,2025,3871653.53,309,12529.62,2471521.77,302,106,0.1,MSME_374768377
11,2025,3466708.78,250,13866.84,2535845.04,205,92,1.34,MSME_374768377
12,2025,2723535.3,225,12104.6,1906531.55,264,135,0.68,MSME_374768377
01,2026,3528844.42,2140,1648.99,1902887.61,1892,1217,0.58,MSME_374768377
02,2026,3348495.27,248,13502.0,2423669.35,256,125,2.92,MSME_374768377
03,2026,3695632.35,275,13438.66,2668719.36,255,188,1.02,MSME_374768377
04,2026,3431052.37,576,5956.69,1802207.29,545,318,1.48,MSME_374768377
05,2026,4412818.72,1731,2549.29,2417535.62,1838,1014,2.72,MSME_374768377
06,2026,3321134.55,445,7463.22,2005284.14,498,202,2.05,MSME_374768377
07,2024,2821630.44,192,14695.99,2172033.21,224,79,0.13,MSME_887496849
08,2024,3029581.87,567,5343.18,2219890.18,647,328,1.94,MSME_887496849
09,2024,3038000.84,245,12400.0,1799406.15,262,153,2.2,MSME_887496849
10,2024,3172530.2,319,9945.24,2471542.29,378,102,1.22,MSME_887496849
11,2024,3299963.03,224,14731.98,1817010.44,181,139,0.58,MSME_887496849
12,2024,3082464.79,223,13822.71,1606093.04,181,111,1.55,MSME_887496849
01,2025,3041864.35,317,9595.79,2075165.52,353,144,1.6,MSME_887496849
02,2025,3557716.05,316,11258.6,2107419.14,300,167,2.39,MSME_887496849
03,2025,3079298.17,300,10264.33,2034786.83,299,168,1.12,MSME_887496849
04,2025,2899945.61,196,14795.64,1799240.39,222,114,1.6,MSME_887496849
05,2025,2890940.52,326,8867.92,1899083.24,313,173,1.36,MSME_887496849
06,2025,4228674.79,1560,2710.69,3189323.34,1718,987,2.26,MSME_887496849
07,2025,3366177.97,254,13252.67,2686152.52,224,104,0.53,MSME_887496849
08,2025,3534245.11,630,5609.91,2635264.66,601,367,0.63,MSME_887496849
09,2025,3381115.57,291,11618.95,1776079.71,307,197,2.28,MSME_887496849
10,2025,4177176.42,1063,3929.61,2931249.44,877,698,2.56,MSME_887496849
11,2025,4188824.91,515,8133.64,3229519.54,572,323,1.05,MSME_887496849
12,2025,2860587.52,287,9967.2,1750912.47,303,136,2.93,MSME_887496849
01,2026,3165519.41,212,14931.7,1803193.36,216,121,1.19,MSME_887496849
02,2026,3364274.1,508,6622.59,2568056.85,429,256,1.94,MSME_887496849
03,2026,4038204.67,277,14578.36,2941323.62,235,163,1.72,MSME_887496849
04,2026,4151027.72,344,12066.94,2110722.11,309,129,0.99,MSME_887496849
05,2026,3230952.01,447,7228.08,1620789.01,384,206,1.2,MSME_887496849
06,2026,3450139.94,1018,3389.14,2440740.7,1086,467,0.69,MSME_887496849
07,2024,1559720.23,110,14179.27,1172683.44,100,63,0.57,MSME_966422539
08,2024,1877265.36,193,9726.76,1027415.04,191,134,2.5,MSME_966422539
09,2024,1753974.12,740,2370.24,1191095.97,873,337,1.25,MSME_966422539
10,2024,1600286.08,928,1724.45,943088.38,1097,405,0.94,MSME_966422539
11,2024,1938215.92,394,4919.33,1267180.06,355,230,1.61,MSME_966422539
12,2024,1514721.58,316,4793.42,1105010.65,267,116,1.63,MSME_966422539
01,2025,2160367.1,165,13093.13,1291402.57,141,94,1.4,MSME_966422539
02,2025,1803503.41,137,13164.26,1066364.74,115,79,1.56,MSME_966422539
03,2025,1522264.43,1063,1432.05,870080.65,1109,472,2.05,MSME_966422539
04,2025,2216106.07,173,12809.86,1196233.58,186,55,0.96,MSME_966422539
05,2025,2622149.05,252,10405.35,2062410.21,298,145,2.32,MSME_966422539
06,2025,2144137.14,230,9322.34,1242922.69,234,70,1.93,MSME_966422539
07,2025,1631890.04,135,12088.07,1158712.37,115,89,0.34,MSME_966422539
08,2025,1413237.11,849,1664.59,898716.71,925,538,1.74,MSME_966422539
09,2025,1489994.03,172,8662.76,1080171.26,183,102,2.82,MSME_966422539
10,2025,1933284.05,264,7323.05,1248465.03,253,109,2.69,MSME_966422539
11,2025,1865886.49,132,14135.5,1457331.61,106,48,2.65,MSME_966422539
12,2025,2175627.44,422,5155.52,1503721.87,496,217,1.58,MSME_966422539
01,2026,1749231.32,123,14221.39,908229.45,121,58,0.13,MSME_966422539
02,2026,1576727.71,283,5571.48,843561.47,247,143,1.04,MSME_966422539
03,2026,2107512.03,156,13509.69,1585696.77,128,67,2.33,MSME_966422539
04,2026,1417989.08,423,3352.22,965763.84,381,272,1.35,MSME_966422539
05,2026,1306426.64,138,9466.86,862361.51,137,75,1.37,MSME_966422539
06,2026,1758483.88,1864,943.39,888071.48,2084,1199,2.96,MSME_966422539
07,2024,2516182.93,185,13600.99,1329405.88,169,128,0.4,MSME_393915703
08,2024,2418276.96,281,8605.97,1441751.71,285,100,1.24,MSME_393915703
09,2024,2135300.59,720,2965.7,1159887.77,738,349,2.46,MSME_393915703
10,2024,1983877.08,483,4107.41,1049906.25,427,313,1.69,MSME_393915703
11,2024,2408466.84,285,8450.76,1378724.92,248,103,0.29,MSME_393915703
12,2024,1934113.47,169,11444.46,1094252.67,167,72,2.94,MSME_393915703
01,2025,1842972.77,293,6290.01,1466024.88,298,101,2.05,MSME_393915703
02,2025,2066203.07,201,10279.62,1433358.47,214,69,0.48,MSME_393915703
03,2025,2433945.98,209,11645.67,1905039.92,244,139,0.62,MSME_393915703
04,2025,2392638.55,366,6537.26,1606961.46,427,240,2.91,MSME_393915703
05,2025,2320997.27,632,3672.46,1639296.21,650,441,0.57,MSME_393915703
06,2025,2078843.01,374,5558.4,1356518.82,357,198,2.63,MSME_393915703
07,2025,2529917.42,557,4542.04,1624484.64,446,255,2.82,MSME_393915703
08,2025,1775355.38,189,9393.41,1165894.57,209,96,1.66,MSME_393915703
09,2025,2398402.52,375,6395.74,1439463.2,369,113,1.06,MSME_393915703
10,2025,3166244.9,309,10246.75,1779862.29,350,192,1.09,MSME_393915703
11,2025,2191955.45,200,10959.78,1386601.58,222,133,2.93,MSME_393915703
12,2025,2512818.74,519,4841.65,1268439.32,584,240,1.4,MSME_393915703
01,2026,2541558.17,514,4944.67,1997570.52,416,166,1.11,MSME_393915703
02,2026,2769436.47,342,8097.77,1642742.42,333,223,1.97,MSME_393915703
03,2026,2312075.19,185,12497.7,1621790.37,161,126,0.22,MSME_393915703
04,2026,2407801.52,302,7972.85,1274071.67,297,157,0.73,MSME_393915703
05,2026,2690733.61,1511,1780.76,1918810.91,1765,700,1.46,MSME_393915703
06,2026,2696886.85,977,2760.38,1433149.09,1023,510,0.79,MSME_393915703
